Pavlis, N.K., S.A. Holmes, S.C. Kenyon, and J.K. Factor:
An Earth Gravitational Model to Degree 2160: EGM2008,
presented at the 2008 General Assembly of the European Geosciences Union,
Vienna, Austria, April 13-18, 2008.


product_type                gravity_field
modelname                   EGM2008
earth_gravity_constant      0.3986004415E+15
radius                      0.63781363E+07
max_degree                  2190
errors                      calibrated
norm                        fully_normalized
tide_system                 tide_free

url                   http://earth-info.nima.mil/GandG/

 
 
key     L    M             C                       S                    sigma C             sigma S
gfc   148  128    0.391859979672624D-09   -0.207105467646843D-08    0.5887322177D-10    0.5887322115D-10
gfc   148  129    0.369178257057732D-09    0.255679899361103D-09    0.5903353738D-10    0.5903353700D-10
gfc   148  130    0.878632648876631D-09    0.384815709392089D-09    0.5919616496D-10    0.5919616975D-10
gfc   148  131   -0.513142676622585D-11    0.163368002464039D-09    0.5936093838D-10    0.5936093972D-10
gfc   148  132   -0.467503770383024D-09    0.283777138769456D-09    0.5952809169D-10    0.5952809066D-10
gfc   148  133   -0.104567099520853D-08    0.158831320110085D-09    0.5969743355D-10    0.5969743450D-10
gfc   148  134    0.465045378147537D-09   -0.933980857552995D-09    0.5986922394D-10    0.5986922560D-10
gfc   148  135    0.160270453441744D-09    0.110853847998595D-08    0.6004325412D-10    0.6004325294D-10
gfc   148  136    0.312810160670613D-09    0.413393036844724D-09    0.6021981139D-10    0.6021981195D-10
gfc   148  137    0.423617151070525D-09    0.630174487333946D-09    0.6039867174D-10    0.6039867180D-10
gfc   148  138    0.431745016102710D-09    0.403387979557571D-09    0.6058010056D-10    0.6058009932D-10
gfc   148  139   -0.522085657010558D-09   -0.405369970126668D-09    0.6076392835D-10    0.6076392531D-10
gfc   148  140   -0.743051097970604D-09    0.928462015196805D-09    0.6095034880D-10    0.6095034850D-10
gfc   148  141   -0.135036430441525D-09    0.783120673249857D-09    0.6113930944D-10    0.6113930948D-10
gfc   148  142    0.390174834891808D-09   -0.108432711596584D-08    0.6133084529D-10    0.6133084522D-10
gfc   148  143   -0.122739971282762D-08   -0.989944773581937D-09    0.6152507876D-10    0.6152507985D-10
gfc   148  144   -0.329179890693597D-09    0.237151728978947D-09    0.6172189593D-10    0.6172189611D-10
gfc   148  145   -0.371891658243487D-09    0.295805567587268D-09    0.6192147924D-10    0.6192147776D-10
gfc   148  146    0.562382099884698D-09    0.170956771731329D-09    0.6212385580D-10    0.6212385589D-10
gfc   148  147   -0.722808080337125D-09    0.503078912474303D-10    0.6232878449D-10    0.6232878424D-10
gfc   148  148   -0.923747626287844D-09   -0.767769533635194D-09    0.6253640999D-10    0.6253641105D-10
gfc   149    0   -0.106595624703399D-08    0.000000000000000D+00    0.4976010159D-10    0.0000000000D+00
gfc   149    1    0.364026716468423D-09    0.790645402018770D-09    0.4975978953D-10    0.4975991010D-10
gfc   149    2    0.355347069961534D-09   -0.269039503272941D-09    0.4976049811D-10    0.4976040607D-10
gfc   149    3   -0.856253024024202D-09    0.159066285467936D-09    0.4976189377D-10    0.4976189734D-10
gfc   149    4    0.668233679041429D-10    0.393305965844986D-09    0.4976420219D-10    0.4976415712D-10
gfc   149    5   -0.509840705803570D-09    0.421390361078735D-11    0.4976730804D-10    0.4976730074D-10
gfc   149    6    0.205278158080669D-09    0.190985956630434D-09    0.4977128223D-10    0.4977126382D-10
gfc   149    7   -0.598021039990390D-09   -0.110377766833225D-08    0.4977608254D-10    0.4977608822D-10
gfc   149    8   -0.638786304841350D-09    0.348623272999878D-09    0.4978175375D-10    0.4978172959D-10
gfc   149    9    0.205148601020916D-09    0.245531227252071D-09    0.4978825213D-10    0.4978823837D-10
gfc   149   10   -0.904931277874985D-10    0.319328854831419D-09    0.4979559394D-10    0.4979559365D-10
gfc   149   11    0.134920110842276D-09   -0.650602898566456D-09    0.4980379709D-10    0.4980378840D-10
gfc   149   12    0.301463164206955D-10    0.786661984861637D-09    0.4981283715D-10    0.4981284041D-10
gfc   149   13    0.520566903636632D-09    0.106834904031711D-09    0.4982273553D-10    0.4982274153D-10
gfc   149   14   -0.284898325045788D-09    0.228629258440990D-09    0.4983347979D-10    0.4983349634D-10
gfc   149   15   -0.337769815908013D-09   -0.295909838395862D-09    0.4984508577D-10    0.4984510496D-10
gfc   149   16   -0.633568841410269D-09    0.466234133458715D-09    0.4985755640D-10    0.4985755335D-10
gfc   149   17   -0.497307743805276D-09    0.188988554995926D-09    0.4987087006D-10    0.4987088338D-10
gfc   149   18   -0.786751346617356D-09    0.639601648940604D-09    0.4988505612D-10    0.4988505246D-10
gfc   149   19    0.118338245025064D-08    0.131097093527987D-09    0.4990009907D-10    0.4990010029D-10
gfc   149   20   -0.256979481490356D-09   -0.368496235518438D-09    0.4991600365D-10    0.4991600389D-10
gfc   149   21   -0.623227235327139D-09    0.475161581878420D-09    0.4993277846D-10    0.4993278438D-10
gfc   149   22   -0.498285894940117D-09   -0.539499413989476D-09    0.4995041421D-10    0.4995043086D-10
gfc   149   23    0.539547974358870D-09   -0.479785677132573D-11    0.4996894600D-10    0.4996893840D-10
gfc   149   24    0.594567308441664D-09   -0.370346109569255D-09    0.4998834660D-10    0.4998831783D-10
gfc   149   25    0.229060551919396D-09    0.427231731767773D-09    0.5000860509D-10    0.5000860290D-10
gfc   149   26    0.854913004091509D-09   -0.187501854580165D-09    0.5002974825D-10    0.5002976416D-10
gfc   149   27    0.553576446961414D-10    0.251089719945294D-09    0.5005178697D-10    0.5005179569D-10
gfc   149   28   -0.362791184855284D-09   -0.673106924493891D-09    0.5007472618D-10    0.5007471175D-10
gfc   149   29   -0.209407760094800D-09    0.176635908883544D-09    0.5009851797D-10    0.5009854074D-10
gfc   149   30    0.641142225371463D-09    0.699735238738448D-09    0.5012325208D-10    0.5012324601D-10
gfc   149   31   -0.781072107775649D-09   -0.791427316027779D-09    0.5014884351D-10    0.5014885846D-10
gfc   149   32    0.270587617087865D-09   -0.213762678563077D-09    0.5017537047D-10    0.5017537670D-10
gfc   149   33    0.838297690771369D-09   -0.279513594782184D-09    0.5020277522D-10    0.5020277353D-10
gfc   149   34    0.116344377544265D-09   -0.972402490800141D-09    0.5023113125D-10    0.5023111702D-10
gfc   149   35    0.314093434001231D-09    0.499170022303510D-09    0.5026034282D-10    0.5026034242D-10
gfc   149   36   -0.216885733082459D-09    0.791884628804980D-09    0.5029053062D-10    0.5029053263D-10
gfc   149   37   -0.782578745661755D-09   -0.625481215129776D-09    0.5032158399D-10    0.5032158175D-10
gfc   149   38   -0.553197749800105D-09    0.988817993151877D-10    0.5035362318D-10    0.5035363448D-10
gfc   149   39    0.539099820969510D-09   -0.289296409669294D-09    0.5038653154D-10    0.5038652971D-10
gfc   149   40   -0.704482147092037D-09    0.483610261140193D-10    0.5042044679D-10    0.5042045417D-10
gfc   149   41   -0.406704506197956D-09    0.606767455565393D-09    0.5045522418D-10    0.5045522236D-10
gfc   149   42   -0.131209746500757D-08    0.480306212793229D-09    0.5049103165D-10    0.5049103307D-10
gfc   149   43   -0.104646824153064D-08   -0.156767437675008D-09    0.5052769122D-10    0.5052769047D-10
gfc   149   44    0.439059931209825D-11   -0.452284381937044D-09    0.5056540739D-10    0.5056541080D-10
gfc   149   45   -0.427524447370319D-09   -0.400651815784983D-10    0.5060397727D-10    0.5060398072D-10
gfc   149   46    0.481192451298579D-09    0.288424653340537D-09    0.5064363066D-10    0.5064364284D-10
gfc   149   47   -0.557258247647723D-09   -0.328406238703753D-09    0.5068411930D-10    0.5068412749D-10
gfc   149   48   -0.718740286933534D-09    0.997792452667208D-09    0.5072571031D-10    0.5072571351D-10
gfc   149   49   -0.214433549498760D-09    0.433745404918230D-09    0.5076816792D-10    0.5076817156D-10
gfc   149   50   -0.150594014094479D-08    0.371586444351349D-10    0.5081172431D-10    0.5081172374D-10
gfc   149   51   -0.846916763645437D-09   -0.694862502252128D-10    0.5085616403D-10    0.5085616193D-10
gfc   149   52   -0.209148778400435D-09   -0.346966503500746D-09    0.5090170257D-10    0.5090170091D-10
gfc   149   53   -0.243152591283129D-09   -0.659545900489977D-09    0.5094814967D-10    0.5094814912D-10
gfc   149   54   -0.162961137347892D-09    0.181325442879418D-09    0.5099569661D-10    0.5099569616D-10
gfc   149   55   -0.355628928307036D-09    0.112058929981732D-08    0.5104417764D-10    0.5104418144D-10
gfc   149   56   -0.899317118272294D-09   -0.157570057580618D-08    0.5109376051D-10    0.5109376019D-10
gfc   149   57    0.578185243856731D-09   -0.127007655142860D-09    0.5114431157D-10    0.5114430674D-10
gfc   149   58   -0.179840579715115D-09   -0.726936997007160D-09    0.5119594517D-10    0.5119594376D-10
gfc   149   59    0.467530547894339D-09    0.453768588450564D-09    0.5124858342D-10    0.5124858486D-10
gfc   149   60    0.329117621481181D-09   -0.243520994171935D-09    0.5130231183D-10    0.5130230846D-10
gfc   149   61    0.104310771316530D-09    0.309645470644211D-09    0.5135711376D-10    0.5135707436D-10
gfc   149   62    0.502262996532729D-09   -0.763849429475258D-09    0.5141291763D-10    0.5141291655D-10
gfc   149   63   -0.300355130820450D-10   -0.566092048484464D-09    0.5146983558D-10    0.5146983709D-10
gfc   149   64    0.698409461841316D-09    0.483674419770363D-09    0.5152782791D-10    0.5152782498D-10
gfc   149   65    0.191882738877634D-09   -0.150803362007558D-09    0.5158693710D-10    0.5158693454D-10
gfc   149   66    0.272682805543928D-09    0.395958597855140D-09    0.5164710743D-10    0.5164710606D-10
gfc   149   67    0.720233228339833D-09   -0.281063234539552D-09    0.5170843569D-10    0.5170843412D-10
gfc   149   68   -0.659762468391882D-09    0.690317794884686D-09    0.5177082406D-10    0.5177082442D-10
gfc   149   69   -0.556491781951288D-09   -0.172881111094696D-09    0.5183440727D-10    0.5183440677D-10
gfc   149   70    0.738639128007548D-09    0.727161776557077D-10    0.5189905187D-10    0.5189905536D-10
gfc   149   71    0.382897086452978D-09    0.435904036975044D-09    0.5196492620D-10    0.5196492662D-10
gfc   149   72   -0.403978430952183D-09    0.832748536971572D-09    0.5203187345D-10    0.5203187402D-10
gfc   149   73    0.135879314655632D-09   -0.767841594578512D-10    0.5210006710D-10    0.5210006736D-10
gfc   149   74    0.178987758568226D-09   -0.589643001292379D-09    0.5216935149D-10    0.5216934836D-10
gfc   149   75   -0.511104503868453D-09    0.602804474042824D-09    0.5223991097D-10    0.5223990911D-10
gfc   149   76    0.369433030690223D-09   -0.154821358990055D-09    0.5231158383D-10    0.5231158817D-10
gfc   149   77    0.249894693254750D-09    0.354180341728198D-10    0.5238453779D-10    0.5238453786D-10
gfc   149   78    0.738551416765525D-09    0.243285444747921D-10    0.5245862681D-10    0.5245863193D-10
gfc   149   79    0.350897066866937D-09    0.498147989491997D-09    0.5253403253D-10    0.5253403126D-10
gfc   149   80    0.368230716753988D-09   -0.544985708776130D-10    0.5261060261D-10    0.5261060029D-10
gfc   149   81    0.113600427434215D-09    0.734222530153826D-11    0.5268848725D-10    0.5268849054D-10
gfc   149   82   -0.605838160388132D-09   -0.165375378307962D-09    0.5276758261D-10    0.5276757894D-10
gfc   149   83   -0.210372538803148D-09    0.773043679199394D-09    0.5284799679D-10    0.5284799591D-10
gfc   149   84   -0.582804462570008D-09    0.465751301393582D-09    0.5292965973D-10    0.5292966553D-10
gfc   149   85   -0.601867205370454D-09    0.119320941483520D-09    0.5301265201D-10    0.5301265659D-10
gfc   149   86    0.152354798462257D-09   -0.541640177428027D-09    0.5309695022D-10    0.5309694148D-10
gfc   149   87   -0.417795019095426D-09   -0.414324137673650D-09    0.5318256229D-10    0.5318256242D-10
gfc   149   88    0.378099889550003D-09   -0.240053666412277D-09    0.5326953068D-10    0.5326952660D-10
gfc   149   89   -0.533447032350374D-09   -0.230282163310249D-09    0.5335782030D-10    0.5335782091D-10
gfc   149   90    0.267376307804267D-09    0.605319949388727D-09    0.5344751299D-10    0.5344751565D-10
gfc   149   91   -0.580291599564752D-09    0.376444322842011D-09    0.5353854389D-10    0.5353854688D-10
gfc   149   92    0.566192458706828D-10   -0.124372580741376D-09    0.5363102014D-10    0.5363101857D-10
gfc   149   93    0.665518771723623D-10    0.261104814195187D-09    0.5372483142D-10    0.5372483756D-10
gfc   149   94    0.371911181989083D-09    0.235936907164591D-09    0.5382014186D-10    0.5382014465D-10
gfc   149   95   -0.148076441870410D-08    0.377744950153003D-10    0.5391681333D-10    0.5391681732D-10
gfc   149   96   -0.914038735097721D-09    0.712034099207578D-10    0.5401501368D-10    0.5401501212D-10
gfc   149   97   -0.429843886661761D-09   -0.186889409629294D-09    0.5411459892D-10    0.5411460597D-10
gfc   149   98    0.742130228998357D-09    0.493371440988611D-09    0.5421574410D-10    0.5421574739D-10
gfc   149   99   -0.296135845830277D-09   -0.861991997861058D-09    0.5431832081D-10    0.5431831137D-10
gfc   149  100   -0.319230779827952D-09    0.596552027473378D-09    0.5442246867D-10    0.5442246924D-10
gfc   149  101    0.262420122296587D-09   -0.487475707031228D-09    0.5452809112D-10    0.5452808991D-10
gfc   149  102   -0.216061816106250D-09   -0.434292119207488D-10    0.5463531433D-10    0.5463531501D-10
gfc   149  103    0.101046064765850D-08   -0.326583917038072D-09    0.5474405953D-10    0.5474405893D-10
gfc   149  104   -0.154565231438041D-09   -0.581095355094732D-09    0.5485441405D-10    0.5485441838D-10
gfc   149  105   -0.185321904964325D-10    0.437922413880715D-09    0.5496635080D-10    0.5496634837D-10
gfc   149  106    0.525587371761404D-09   -0.280972706385739D-10    0.5507991384D-10    0.5507991837D-10
gfc   149  107    0.116265497241290D-09    0.208931851225760D-09    0.5519513381D-10    0.5519513172D-10
gfc   149  108    0.878610058866414D-10    0.290346274408277D-09    0.5531195525D-10    0.5531195562D-10
gfc   149  109   -0.453458976156488D-09    0.512358231786995D-09    0.5543048638D-10    0.5543048410D-10
gfc   149  110    0.904407832913367D-09    0.382121355868018D-10    0.5555069001D-10    0.5555068916D-10
gfc   149  111   -0.585812517859342D-09   -0.671809247046674D-09    0.5567262988D-10    0.5567263098D-10
gfc   149  112   -0.164040233148547D-08   -0.119468153525290D-09    0.5579627141D-10    0.5579627632D-10
gfc   149  113   -0.284104726987099D-09   -0.119202512484814D-09    0.5592169960D-10    0.5592170173D-10
gfc   149  114    0.596776567026993D-09   -0.660487109428444D-09    0.5604886599D-10    0.5604886795D-10
gfc   149  115    0.372062666770258D-09   -0.369525414200296D-09    0.5617786233D-10    0.5617785931D-10
gfc   149  116    0.116279388217928D-08    0.838020142689298D-10    0.5630863522D-10    0.5630863925D-10
gfc   149  117   -0.614862950917439D-09    0.130077533824898D-09    0.5644128152D-10    0.5644128037D-10
gfc   149  118    0.479426838582485D-09    0.727232255533858D-09    0.5657575531D-10    0.5657575567D-10
gfc   149  119    0.827394649624821D-09   -0.192107351293421D-09    0.5671213677D-10    0.5671213414D-10
gfc   149  120   -0.324571544937126D-09    0.494891640792101D-09    0.5685038957D-10    0.5685038683D-10
gfc   149  121    0.868007063077808D-09   -0.681725850151910D-09    0.5699060653D-10    0.5699060559D-10
gfc   149  122   -0.643361188889920D-09    0.100123565322778D-08    0.5713272493D-10    0.5713275728D-10
gfc   149  123    0.116828000318949D-08    0.349519664427953D-09    0.5727687813D-10    0.5727688058D-10
gfc   149  124   -0.904551267986984D-09    0.666084017812911D-10    0.5742297565D-10    0.5742297510D-10
gfc   149  125   -0.212013505036588D-09   -0.241217826482585D-09    0.5757115062D-10    0.5757114574D-10
gfc   149  126    0.905077003758819D-09    0.346077416582081D-09    0.5772131536D-10    0.5772131640D-10
gfc   149  127    0.576800867145480D-09   -0.329586283886973D-09    0.5787361569D-10    0.5787361483D-10
gfc   149  128   -0.574799798445071D-09    0.182824259627313D-09    0.5802795267D-10    0.5802795256D-10
gfc   149  129    0.160285537836877D-09   -0.378847514624351D-09    0.5818448745D-10    0.5818448672D-10
gfc   149  130   -0.303929675454037D-09    0.703439341823832D-09    0.5834309795D-10    0.5834310179D-10
gfc   149  131   -0.522553648325416D-09   -0.108553845143277D-08    0.5850397912D-10    0.5850398196D-10
gfc   149  132   -0.180994480224066D-09   -0.742658026560831D-09    0.5866698231D-10    0.5866698143D-10
gfc   149  133    0.146901484160783D-08   -0.109025881420604D-09    0.5883231944D-10    0.5883231955D-10
gfc   149  134    0.728851872984518D-09   -0.842849392535826D-09    0.5899982171D-10    0.5899982340D-10
gfc   149  135    0.274191659953645D-09    0.181949259683004D-08    0.5916973372D-10    0.5916973262D-10
gfc   149  136    0.816669025376838D-09   -0.124269367398305D-09    0.5934186034D-10    0.5934186065D-10
gfc   149  137   -0.167403617775971D-08    0.167063182327622D-08    0.5951647095D-10    0.5951647087D-10
gfc   149  138   -0.137411991854608D-08   -0.929259488469911D-09    0.5969334398D-10    0.5969334292D-10
gfc   149  139    0.883014530201664D-10    0.207204870719318D-09    0.5987274405D-10    0.5987274163D-10
gfc   149  140    0.798637579154470D-09   -0.265643992815525D-09    0.6005452335D-10    0.6005452372D-10
gfc   149  141   -0.709836003807190D-09   -0.471328961119200D-09    0.6023884420D-10    0.6023884428D-10
gfc   149  142    0.606980564885190D-09   -0.117328757934074D-08    0.6042567191D-10    0.6042567102D-10
gfc   149  143   -0.294786748190927D-09   -0.395534902024227D-09    0.6061503562D-10    0.6061503700D-10
gfc   149  144    0.607733524387625D-09   -0.794703161711858D-09    0.6080704927D-10    0.6080705084D-10
gfc   149  145   -0.101650179138506D-08    0.103828555595482D-09    0.6100162134D-10    0.6100162035D-10
gfc   149  146   -0.438116569973919D-09    0.836175016095138D-09    0.6119890600D-10    0.6119890639D-10
gfc   149  147   -0.106070024407635D-09    0.122251689334524D-08    0.6139892826D-10    0.6139892872D-10
gfc   149  148    0.437148380061036D-09   -0.111230869543595D-08    0.6160149203D-10    0.6160149130D-10
gfc   149  149    0.128302540860696D-09   -0.836134010509033D-09    0.6180672730D-10    0.6180672640D-10
gfc   150    0    0.382656368040016D-09    0.000000000000000D+00    0.4912184613D-10    0.0000000000D+00
gfc   150    1   -0.407608397444169D-09    0.458060470081437D-09    0.4912154602D-10    0.4912163712D-10
gfc   150    2   -0.495954086963770D-09    0.157800853826201D-08    0.4912220756D-10    0.4912213676D-10
gfc   150    3   -0.990269259932727D-09   -0.202071769402520D-09    0.4912357526D-10    0.4912357741D-10
gfc   150    4   -0.930564995739554D-09    0.450468730848983D-09    0.4912582147D-10    0.4912578666D-10
gfc   150    5    0.864080979501190D-09   -0.112548795405534D-08    0.4912885805D-10    0.4912885238D-10
gfc   150    6   -0.204311499695064D-09   -0.786464570093343D-09    0.4913273974D-10    0.4913272555D-10
gfc   150    7   -0.808323020378612D-10   -0.666838428406954D-09    0.4913743404D-10    0.4913743837D-10
gfc   150    8   -0.599970476429829D-09    0.385552879302607D-09    0.4914297581D-10    0.4914295676D-10
gfc   150    9    0.261479730890424D-09   -0.571590029389572D-09    0.4914933080D-10    0.4914932026D-10
gfc   150   10   -0.107015440553908D-08    0.263974111819695D-09    0.4915651280D-10    0.4915651224D-10
gfc   150   11    0.766471966076178D-09    0.167798973568000D-09    0.4916453487D-10    0.4916452802D-10
gfc   150   12    0.892702858696279D-09   -0.139095612060783D-09    0.4917337881D-10    0.4917338163D-10
gfc   150   13    0.155297416752056D-09    0.169623678424049D-09    0.4918306138D-10    0.4918306652D-10
gfc   150   14    0.545129110709258D-09    0.138147629909324D-09    0.4919357343D-10    0.4919358681D-10
gfc   150   15    0.403504301648559D-09    0.105344678569001D-09    0.4920492691D-10    0.4920494272D-10
gfc   150   16    0.291851424407179D-09    0.111002731959986D-08    0.4921712588D-10    0.4921712362D-10
gfc   150   17   -0.527331891256184D-09    0.106741248663894D-08    0.4923015209D-10    0.4923016270D-10
gfc   150   18   -0.646166389937549D-09   -0.176640685392525D-09    0.4924402995D-10    0.4924402670D-10
gfc   150   19    0.162669375909113D-09   -0.174517030660775D-09    0.4925874671D-10    0.4925874762D-10
gfc   150   20    0.165465707939797D-09    0.674289560951668D-09    0.4927430725D-10    0.4927430754D-10
gfc   150   21   -0.180627872411516D-09    0.385120912032876D-09    0.4929071828D-10    0.4929072299D-10
gfc   150   22   -0.503917810451265D-09    0.155935892946429D-09    0.4930797359D-10    0.4930798667D-10
gfc   150   23   -0.388079611693546D-09    0.309451688111272D-09    0.4932610020D-10    0.4932609380D-10
gfc   150   24    0.644736555792793D-09   -0.812828536037881D-09    0.4934507853D-10    0.4934505518D-10
gfc   150   25    0.132571380265910D-09   -0.440640880765016D-09    0.4936489787D-10    0.4936489631D-10
gfc   150   26    0.108833364196800D-08    0.365171379070964D-09    0.4938558347D-10    0.4938559599D-10
gfc   150   27   -0.883050685457744D-10   -0.322970670107678D-09    0.4940714059D-10    0.4940714762D-10
gfc   150   28   -0.200525545408283D-09   -0.203686667297909D-09    0.4942957760D-10    0.4942956613D-10
gfc   150   29   -0.264876006014413D-10   -0.254624270978239D-09    0.4945285280D-10    0.4945287122D-10
gfc   150   30    0.288427010296240D-09   -0.275716332266738D-10    0.4947704280D-10    0.4947703823D-10
gfc   150   31    0.199582493371811D-09   -0.536974603446298D-09    0.4950207415D-10    0.4950208608D-10
gfc   150   32    0.845681057048150D-10    0.408603476444585D-09    0.4952801850D-10    0.4952802338D-10
gfc   150   33    0.138608522386518D-09    0.349661955939579D-09    0.4955482254D-10    0.4955482106D-10
gfc   150   34   -0.322932871883900D-09    0.529162928333645D-09    0.4958254957D-10    0.4958253803D-10
gfc   150   35    0.207187336366644D-10   -0.179622879266436D-09    0.4961112271D-10    0.4961112258D-10
gfc   150   36   -0.771201624695682D-09   -0.709251575309181D-09    0.4964063822D-10    0.4964063969D-10
gfc   150   37   -0.111749955357397D-09   -0.331032134226409D-09    0.4967101195D-10    0.4967101015D-10
gfc   150   38    0.619818523236518D-09    0.523344646343423D-11    0.4970233380D-10    0.4970234306D-10
gfc   150   39    0.115255819229116D-08    0.671739183387435D-09    0.4973452226D-10    0.4973452067D-10
gfc   150   40   -0.314083056389828D-09    0.567716581758731D-09    0.4976767295D-10    0.4976767910D-10
gfc   150   41   -0.213406104718750D-09    0.590832206601924D-09    0.4980169021D-10    0.4980168857D-10
gfc   150   42   -0.180342583122998D-10    0.359901805814272D-09    0.4983668633D-10    0.4983668746D-10
gfc   150   43   -0.266296162236947D-09   -0.510391795277025D-09    0.4987254783D-10    0.4987254722D-10
gfc   150   44   -0.100131436181964D-09    0.176428066378461D-10    0.4990940475D-10    0.4990940739D-10
gfc   150   45   -0.606270603083744D-09    0.142586343550470D-08    0.4994713647D-10    0.4994713930D-10
gfc   150   46    0.204268355871919D-10    0.470874888761145D-09    0.4998587281D-10    0.4998588309D-10
gfc   150   47   -0.483021048186443D-09   -0.304010188196891D-09    0.5002549316D-10    0.5002549989D-10
gfc   150   48   -0.608874196909727D-09   -0.187279585488326D-09    0.5006613037D-10    0.5006613297D-10
gfc   150   49    0.631465837138594D-10   -0.694194742804459D-09    0.5010766638D-10    0.5010766956D-10
gfc   150   50   -0.690946381935124D-09   -0.537019082404359D-09    0.5015022295D-10    0.5015022257D-10
gfc   150   51    0.517855583205006D-09    0.312588473838507D-10    0.5019369763D-10    0.5019369607D-10
gfc   150   52    0.736734619740822D-09   -0.985791874124759D-09    0.5023819156D-10    0.5023819054D-10
gfc   150   53   -0.428398857185025D-09    0.835651423757746D-10    0.5028362839D-10    0.5028362788D-10
gfc   150   54    0.778699070724053D-10   -0.320136491230930D-09    0.5033008659D-10    0.5033008633D-10
gfc   150   55   -0.664066953257666D-09    0.979534548937812D-09    0.5037751039D-10    0.5037751333D-10
gfc   150   56    0.901494277665600D-10   -0.102461422027803D-09    0.5042595945D-10    0.5042595901D-10
gfc   150   57    0.343118409391852D-09   -0.543501583762154D-09    0.5047540404D-10    0.5047540013D-10
gfc   150   58   -0.563065114491625D-11    0.639023373944093D-09    0.5052586336D-10    0.5052586217D-10
gfc   150   59    0.375125714001421D-09    0.247829687458833D-09    0.5057734506D-10    0.5057734626D-10
gfc   150   60   -0.603921341473731D-09   -0.399933356774543D-10    0.5062985446D-10    0.5062985174D-10
gfc   150   61    0.524282576945317D-09   -0.101498551839754D-08    0.5068343984D-10    0.5068340329D-10
gfc   150   62    0.165717586217303D-09    0.219613422982235D-09    0.5073798941D-10    0.5073798855D-10
gfc   150   63   -0.198068974618559D-09    0.110742873070777D-09    0.5079364473D-10    0.5079364589D-10
gfc   150   64   -0.850746981217135D-09    0.964899846588602D-09    0.5085033210D-10    0.5085032960D-10
gfc   150   65    0.290972669453104D-09    0.301272257163458D-09    0.5090812220D-10    0.5090811994D-10
gfc   150   66    0.445262644461705D-10    0.985974378504533D-10    0.5096694506D-10    0.5096694360D-10
gfc   150   67   -0.152450270022756D-09   -0.142241908980445D-08    0.5102689967D-10    0.5102689818D-10
gfc   150   68    0.575824014848567D-10    0.257776795942521D-09    0.5108789334D-10    0.5108789393D-10
gfc   150   69    0.394720001189343D-09   -0.388054062679368D-09    0.5115004851D-10    0.5115004786D-10
gfc   150   70    0.376567467380232D-09   -0.251041642707753D-09    0.5121325011D-10    0.5121325336D-10
gfc   150   71   -0.801967010428442D-09    0.665227848663741D-09    0.5127763972D-10    0.5127764006D-10
gfc   150   72   -0.749194438416701D-09    0.345351314149894D-09    0.5134309233D-10    0.5134309300D-10
gfc   150   73    0.517994590272841D-09   -0.724815946264325D-09    0.5140974743D-10    0.5140974757D-10
gfc   150   74    0.201069033336632D-09    0.291057600510182D-09    0.5147748444D-10    0.5147748166D-10
gfc   150   75   -0.280074149432334D-09    0.863338066241331D-09    0.5154644881D-10    0.5154644715D-10
gfc   150   76   -0.793952204732844D-11   -0.338495326810542D-09    0.5161652551D-10    0.5161652883D-10
gfc   150   77   -0.256698955629348D-09   -0.323407960340703D-09    0.5168782203D-10    0.5168782213D-10
gfc   150   78   -0.605083769209432D-09    0.394253788973022D-09    0.5176025386D-10    0.5176025820D-10
gfc   150   79    0.502051546896676D-09    0.911040392994772D-10    0.5183395212D-10    0.5183395115D-10
gfc   150   80    0.127057976548987D-08   -0.304111058565176D-09    0.5190880389D-10    0.5190880199D-10
gfc   150   81    0.111071041412455D-09    0.294413328720728D-09    0.5198492412D-10    0.5198492689D-10
gfc   150   82    0.161703829253158D-09   -0.385448437288607D-09    0.5206223909D-10    0.5206223618D-10
gfc   150   83    0.473598154870783D-09    0.536649032664232D-09    0.5214083228D-10    0.5214083145D-10
gfc   150   84    0.385054117549138D-09   -0.658040348649954D-10    0.5222064916D-10    0.5222065479D-10
gfc   150   85   -0.364964677612973D-09    0.125987390708729D-09    0.5230176345D-10    0.5230176730D-10
gfc   150   86    0.105201534335129D-09    0.683444428533482D-09    0.5238414699D-10    0.5238413952D-10
gfc   150   87    0.252878248246497D-09   -0.475143640775360D-09    0.5246782392D-10    0.5246782371D-10
gfc   150   88    0.640266218289606D-09    0.284683381542098D-09    0.5255281021D-10    0.5255280672D-10
gfc   150   89   -0.227571930455829D-09    0.871356516182541D-09    0.5263910493D-10    0.5263910518D-10
gfc   150   90    0.206632088743237D-09    0.199467798026190D-09    0.5272674593D-10    0.5272674859D-10
gfc   150   91   -0.464007673277439D-09    0.636970154272746D-09    0.5281571712D-10    0.5281571944D-10
gfc   150   92   -0.244505611788087D-09   -0.118263964433649D-09    0.5290607304D-10    0.5290607178D-10
gfc   150   93    0.101704723287477D-08   -0.121848256209334D-09    0.5299776009D-10    0.5299776528D-10
gfc   150   94   -0.703799057227005D-11    0.261301848040797D-10    0.5309087524D-10    0.5309087744D-10
gfc   150   95   -0.784254840191285D-09    0.198561763344621D-09    0.5318535581D-10    0.5318535915D-10
gfc   150   96    0.865082778203882D-09    0.184295139251512D-09    0.5328128871D-10    0.5328128755D-10
gfc   150   97   -0.160473288212720D-09    0.189870841498572D-09    0.5337861248D-10    0.5337861892D-10
