Pavlis, N.K., S.A. Holmes, S.C. Kenyon, and J.K. Factor:
An Earth Gravitational Model to Degree 2160: EGM2008,
presented at the 2008 General Assembly of the European Geosciences Union,
Vienna, Austria, April 13-18, 2008.


product_type                gravity_field
modelname                   EGM2008
earth_gravity_constant      0.3986004415E+15
radius                      0.63781363E+07
max_degree                  2190
errors                      calibrated
norm                        fully_normalized
tide_system                 tide_free

url                   http://earth-info.nima.mil/GandG/

 
 
key     L    M             C                       S                    sigma C             sigma S
gfc    61   34    0.168709392270853D-08   -0.256794692413052D-08    0.1835722811D-10    0.1835965290D-10
gfc    61   35   -0.239259120907583D-08    0.132516893610081D-08    0.1917908599D-10    0.1918034951D-10
gfc    61   36   -0.725201850780197D-09    0.290760235849367D-09    0.2059205150D-10    0.2057120717D-10
gfc    61   37   -0.277355234708126D-08   -0.145096352523932D-08    0.2150729517D-10    0.2151571465D-10
gfc    61   38   -0.625107450229868D-09   -0.652975178728987D-08    0.2290634805D-10    0.2290019392D-10
gfc    61   39    0.337363636241379D-08   -0.235764742707194D-08    0.2418416736D-10    0.2418427091D-10
gfc    61   40    0.347445040254678D-08   -0.240488268586345D-08    0.2523576176D-10    0.2520304699D-10
gfc    61   41    0.103092850515548D-08   -0.242373075445340D-08    0.2708822962D-10    0.2707543047D-10
gfc    61   42    0.364406628670224D-08    0.410745600456769D-08    0.2740498774D-10    0.2739541553D-10
gfc    61   43    0.151561462433580D-08    0.494830509354419D-08    0.2994352785D-10    0.2994553001D-10
gfc    61   44    0.945857466039856D-09    0.403337872113816D-08    0.2921177086D-10    0.2923264583D-10
gfc    61   45    0.250930590342755D-08    0.243188407643595D-08    0.3261755824D-10    0.3265562257D-10
gfc    61   46   -0.116092375528577D-09    0.169229612529944D-08    0.3168505102D-10    0.3170721033D-10
gfc    61   47   -0.189014759624702D-09    0.400758970814840D-08    0.3486604527D-10    0.3489811986D-10
gfc    61   48    0.249078897974991D-09    0.533267089870110D-09    0.3326371649D-10    0.3327180011D-10
gfc    61   49    0.108424879658482D-08   -0.772194283756461D-09    0.3640590524D-10    0.3640373638D-10
gfc    61   50   -0.165148004959989D-08    0.260012643534264D-08    0.3692461278D-10    0.3692511007D-10
gfc    61   51   -0.383425163613546D-09    0.141105144663204D-08    0.3700482254D-10    0.3703481293D-10
gfc    61   52   -0.350746307603754D-08   -0.176037751869241D-08    0.4219715583D-10    0.4220172215D-10
gfc    61   53   -0.193886370899301D-08   -0.442590016695739D-08    0.3749625395D-10    0.3750265092D-10
gfc    61   54    0.345137625158428D-08   -0.467125549408623D-09    0.4747297605D-10    0.4742489635D-10
gfc    61   55    0.177596878678968D-08   -0.107795541156915D-08    0.4207409090D-10    0.4213456258D-10
gfc    61   56    0.355246319050043D-08    0.329023018102482D-08    0.4852271755D-10    0.4848883886D-10
gfc    61   57    0.445543144014001D-08    0.347872535165599D-08    0.5558465775D-10    0.5559628027D-10
gfc    61   58   -0.291406141639661D-08    0.677629200287157D-08    0.4475226852D-10    0.4473842878D-10
gfc    61   59   -0.426259612661162D-08   -0.211517259103288D-08    0.6852062733D-10    0.6852820647D-10
gfc    61   60   -0.353244432203514D-08   -0.361617831136180D-08    0.7988777965D-10    0.7977185844D-10
gfc    61   61   -0.210519067461427D-08    0.453115985951310D-09    0.6610273365D-10    0.6609516388D-10
gfc    62    0    0.137140379108815D-08    0.000000000000000D+00    0.2027797590D-11    0.0000000000D+00
gfc    62    1    0.853405471291311D-09    0.283546413088474D-08    0.1947118558D-11    0.2104973427D-11
gfc    62    2   -0.412895136157532D-08    0.646128830331973D-08    0.2086966801D-11    0.1975203895D-11
gfc    62    3    0.424149987715719D-08    0.197117287304233D-08    0.2038865534D-11    0.2041564919D-11
gfc    62    4   -0.160218792300725D-08   -0.383716510545015D-09    0.2082937443D-11    0.2045697898D-11
gfc    62    5    0.288879369544206D-08    0.345499031292000D-08    0.2086123638D-11    0.2090868685D-11
gfc    62    6    0.116250454856678D-08   -0.548778019075793D-08    0.2154766038D-11    0.2138119576D-11
gfc    62    7   -0.136020139718631D-08    0.254119204960279D-08    0.2237184664D-11    0.2241336071D-11
gfc    62    8    0.139757337905269D-08   -0.980907997468301D-10    0.2351803348D-11    0.2342974592D-11
gfc    62    9    0.243049299745092D-08   -0.694260053379535D-09    0.2574097072D-11    0.2571060701D-11
gfc    62   10   -0.243404297597501D-08    0.616937709237493D-08    0.2746296229D-11    0.2747041551D-11
gfc    62   11    0.213237177331332D-08    0.320348729387311D-08    0.3143577213D-11    0.3143234112D-11
gfc    62   12    0.314350888027507D-08    0.373931262851067D-09    0.3379464650D-11    0.3377377236D-11
gfc    62   13    0.453248012773905D-08   -0.344699143727383D-08    0.3975970526D-11    0.3973091848D-11
gfc    62   14    0.313410899969784D-08    0.838765396304947D-08    0.4236219926D-11    0.4238433602D-11
gfc    62   15   -0.120386130095445D-08   -0.222367729769644D-08    0.5075882243D-11    0.5075547594D-11
gfc    62   16    0.160243823373884D-08    0.427205317878667D-09    0.5295605618D-11    0.5295478645D-11
gfc    62   17    0.939001486157828D-09   -0.153603213166389D-08    0.6356506335D-11    0.6351372228D-11
gfc    62   18    0.408860652148334D-09   -0.112307769700877D-09    0.6471302629D-11    0.6482738251D-11
gfc    62   19    0.178195374650877D-08   -0.202434831991688D-09    0.7790643060D-11    0.7791201836D-11
gfc    62   20    0.175139143791685D-08    0.246139908107047D-08    0.7785936115D-11    0.7784359235D-11
gfc    62   21   -0.232390486735514D-08    0.466468899343959D-09    0.9286147169D-11    0.9287601452D-11
gfc    62   22   -0.284863320014605D-09   -0.118551151701382D-08    0.9137892285D-11    0.9143247928D-11
gfc    62   23   -0.378856186769211D-08   -0.208555312590452D-09    0.1077869531D-10    0.1077774434D-10
gfc    62   24    0.522928292266563D-08    0.788635620357347D-09    0.1052001105D-10    0.1051662453D-10
gfc    62   25   -0.231402837448270D-08   -0.349528018362541D-09    0.1224233448D-10    0.1223531698D-10
gfc    62   26   -0.272412078762411D-08   -0.420259981946614D-09    0.1194518340D-10    0.1194461109D-10
gfc    62   27    0.505052978135511D-09    0.224260712181698D-08    0.1365690509D-10    0.1366630017D-10
gfc    62   28    0.486745404541731D-09   -0.550831145177891D-09    0.1332650159D-10    0.1332203030D-10
gfc    62   29    0.115451867088921D-08    0.255730061647071D-08    0.1508003590D-10    0.1507429636D-10
gfc    62   30   -0.424144774474743D-08   -0.162656516592870D-08    0.1489714359D-10    0.1488894223D-10
gfc    62   31   -0.212064339060199D-09   -0.385873112247078D-08    0.1667717739D-10    0.1667265045D-10
gfc    62   32    0.889884649509431D-09    0.617409629761152D-08    0.1650872799D-10    0.1652000972D-10
gfc    62   33   -0.310574116690452D-08   -0.407922849390978D-08    0.1827095277D-10    0.1826968555D-10
gfc    62   34    0.430991117635519D-09   -0.195255170984853D-08    0.1845941352D-10    0.1846158967D-10
gfc    62   35    0.465920033300164D-08   -0.720701596042670D-10    0.2026475746D-10    0.2026221684D-10
gfc    62   36    0.185609483782956D-09    0.145639576833540D-08    0.2075375321D-10    0.2073464279D-10
gfc    62   37    0.421024481225198D-08    0.271387953779316D-08    0.2246888895D-10    0.2247761457D-10
gfc    62   38   -0.280263528008452D-08    0.292068225192661D-09    0.2336008072D-10    0.2335654602D-10
gfc    62   39    0.224469553053723D-08    0.748578944693653D-09    0.2489859996D-10    0.2489364479D-10
gfc    62   40   -0.334015148319630D-08   -0.350477666163153D-08    0.2625644945D-10    0.2622774713D-10
gfc    62   41   -0.389617964163228D-08   -0.313177480446231D-08    0.2734392688D-10    0.2733839069D-10
gfc    62   42    0.455500443726165D-08   -0.334052658457562D-08    0.2928079389D-10    0.2927681622D-10
gfc    62   43   -0.146262380387137D-08    0.520179956322957D-09    0.2955726624D-10    0.2954332043D-10
gfc    62   44    0.227942981485710D-08    0.109520717986319D-08    0.3217298681D-10    0.3218814917D-10
gfc    62   45   -0.250059996490997D-10   -0.279576710927234D-08    0.3144135588D-10    0.3147203333D-10
gfc    62   46   -0.365027535298651D-09    0.139494729325004D-08    0.3508024567D-10    0.3512670300D-10
gfc    62   47   -0.146453012389552D-08    0.270237940838345D-08    0.3321187489D-10    0.3323499149D-10
gfc    62   48   -0.193094841912359D-08    0.227930145724979D-08    0.3742054138D-10    0.3743578369D-10
gfc    62   49   -0.447350459526836D-08   -0.120742264940027D-08    0.3553476347D-10    0.3552605578D-10
gfc    62   50   -0.300941618439995D-09    0.198714433575343D-08    0.3920514170D-10    0.3923846211D-10
gfc    62   51   -0.425022872729957D-08   -0.453991645769628D-08    0.3935644436D-10    0.3937952448D-10
gfc    62   52    0.501963696829832D-08   -0.453425776345219D-08    0.3970115902D-10    0.3971544583D-10
gfc    62   53   -0.925180427364775D-09   -0.259163377250154D-08    0.4497071051D-10    0.4497624543D-10
gfc    62   54    0.366860482572656D-08    0.376883039158818D-08    0.4008141224D-10    0.4006373414D-10
gfc    62   55    0.502705964668483D-08   -0.653152485479753D-09    0.5055606695D-10    0.5064726623D-10
gfc    62   56   -0.211581479982078D-08   -0.231116431557318D-10    0.4474286900D-10    0.4470539022D-10
gfc    62   57    0.346747256050764D-09   -0.442323940030211D-08    0.5190690689D-10    0.5192350386D-10
gfc    62   58   -0.143389565301511D-08   -0.196549097389646D-08    0.5889526715D-10    0.5891460472D-10
gfc    62   59   -0.279806118260259D-09   -0.132984174802330D-08    0.4799536399D-10    0.4800873673D-10
gfc    62   60    0.117382444994825D-08    0.187948764519316D-08    0.7270514893D-10    0.7252821633D-10
gfc    62   61    0.355593273787043D-08    0.332642630485150D-08    0.8528024710D-10    0.8546886196D-10
gfc    62   62   -0.204468237676377D-08    0.112291579016293D-09    0.6676945223D-10    0.6667304344D-10
gfc    63    0   -0.131102174139072D-08    0.000000000000000D+00    0.2162714229D-11    0.0000000000D+00
gfc    63    1   -0.295143921988285D-08    0.258331289759284D-08    0.2077722565D-11    0.2243933971D-11
gfc    63    2   -0.417324203846582D-09    0.526702626510058D-09    0.2224546789D-11    0.2107300523D-11
gfc    63    3   -0.459763762218738D-09   -0.168962668116300D-08    0.2173641551D-11    0.2176800937D-11
gfc    63    4   -0.158833673674053D-08    0.543338465071816D-08    0.2219135490D-11    0.2179901974D-11
gfc    63    5    0.118338419530763D-08   -0.106244077714949D-08    0.2221151564D-11    0.2226065088D-11
gfc    63    6    0.109121559472429D-08    0.383102576854536D-08    0.2290205206D-11    0.2272770864D-11
gfc    63    7   -0.108922809198893D-08    0.152990239542759D-08    0.2372381211D-11    0.2376635972D-11
gfc    63    8   -0.292994649275488D-08    0.336006875413236D-08    0.2485992377D-11    0.2476886021D-11
gfc    63    9    0.962368139407183D-09   -0.643650817240215D-08    0.2711702092D-11    0.2708341952D-11
gfc    63   10    0.509171730056005D-09    0.119640123066678D-08    0.2879925373D-11    0.2880818815D-11
gfc    63   11    0.188046265457999D-08    0.164960610794013D-08    0.3288787678D-11    0.3288248862D-11
gfc    63   12    0.142120132294955D-09    0.105801010502128D-09    0.3520498813D-11    0.3518169354D-11
gfc    63   13    0.216905777794087D-08   -0.240215304555902D-09    0.4134102823D-11    0.4131247047D-11
gfc    63   14    0.623551729355380D-08   -0.472637445097819D-09    0.4398097045D-11    0.4400390159D-11
gfc    63   15   -0.230232523989387D-08    0.210480555190642D-08    0.5318632251D-11    0.5318283323D-11
gfc    63   16    0.619282091656982D-08    0.126739911209577D-08    0.5494583679D-11    0.5494901765D-11
gfc    63   17    0.723647366820962D-09   -0.370837771913747D-08    0.6557261972D-11    0.6552048512D-11
gfc    63   18   -0.573782498697578D-09    0.120050601502260D-08    0.6740748117D-11    0.6752016058D-11
gfc    63   19   -0.173992048623362D-08    0.113706287653884D-08    0.8012656473D-11    0.8012478714D-11
gfc    63   20    0.157656151184698D-08   -0.164474199050280D-09    0.8141935889D-11    0.8140117708D-11
gfc    63   21    0.130381233843968D-08   -0.234464588777721D-08    0.9536756779D-11    0.9537683746D-11
gfc    63   22   -0.136976492103866D-08   -0.927636878281471D-09    0.9588531178D-11    0.9594409738D-11
gfc    63   23    0.675380634353010D-10    0.605112128724351D-09    0.1106292778D-10    0.1106178292D-10
gfc    63   24   -0.265175780792357D-09   -0.291881861852087D-08    0.1108014036D-10    0.1107686563D-10
gfc    63   25   -0.164561637059926D-08    0.432571742584019D-08    0.1255709568D-10    0.1254919615D-10
gfc    63   26   -0.120108384767482D-08   -0.253013725214921D-08    0.1261848318D-10    0.1261718911D-10
gfc    63   27    0.103505959024797D-08    0.724129594822568D-09    0.1398105043D-10    0.1399212171D-10
gfc    63   28   -0.384086860520203D-08    0.347217422139640D-08    0.1412836706D-10    0.1412325448D-10
gfc    63   29    0.109660727819833D-09    0.160107112258166D-08    0.1538196646D-10    0.1537620418D-10
gfc    63   30   -0.311223877344682D-08   -0.238329139133591D-08    0.1588512851D-10    0.1587746558D-10
gfc    63   31   -0.685331778820164D-09   -0.105075741290538D-08    0.1687718996D-10    0.1687025169D-10
gfc    63   32   -0.233508722642474D-08    0.238678311936681D-08    0.1756435858D-10    0.1757566499D-10
gfc    63   33   -0.501576216671477D-08   -0.100773288256993D-08    0.1845359177D-10    0.1845193295D-10
gfc    63   34    0.220573545205178D-08   -0.230767497999604D-08    0.1962317141D-10    0.1962582137D-10
gfc    63   35    0.294109902432826D-08    0.153064403497987D-08    0.2039233608D-10    0.2039179942D-10
gfc    63   36    0.531213491175335D-09   -0.222383917119452D-08    0.2195437111D-10    0.2193341054D-10
gfc    63   37    0.169214777656305D-08    0.455052234320566D-08    0.2267336061D-10    0.2268119421D-10
gfc    63   38    0.581832106784191D-09   -0.976039906647355D-09    0.2444277273D-10    0.2443774431D-10
gfc    63   39    0.125755144410178D-09    0.212657075139623D-08    0.2537043279D-10    0.2537108977D-10
gfc    63   40    0.137730711851653D-09    0.204771016699040D-08    0.2707254818D-10    0.2703841884D-10
gfc    63   41   -0.396589608342038D-08   -0.139548533511663D-08    0.2840236115D-10    0.2838889612D-10
gfc    63   42   -0.723664419125793D-09    0.267132514556939D-10    0.2965329163D-10    0.2964543544D-10
gfc    63   43   -0.431551717891159D-08    0.328813351420422D-08    0.3152195296D-10    0.3152212650D-10
gfc    63   44   -0.675097582174585D-08   -0.206689882500482D-08    0.3182805543D-10    0.3185344404D-10
gfc    63   45   -0.825458283106582D-09   -0.389879887571666D-08    0.3462232056D-10    0.3466396700D-10
gfc    63   46    0.453891031968357D-09    0.283932708765561D-09    0.3443246674D-10    0.3445907760D-10
gfc    63   47    0.125546602857580D-08   -0.691102803532712D-09    0.3749852715D-10    0.3754194661D-10
gfc    63   48    0.563880832604511D-08   -0.178280614321637D-08    0.3553645792D-10    0.3553792150D-10
gfc    63   49    0.110754065801155D-08    0.181656657641441D-08    0.3996079466D-10    0.3995928894D-10
gfc    63   50    0.391055355152521D-10    0.143660371441952D-08    0.3798865173D-10    0.3798484693D-10
gfc    63   51    0.195630040216637D-08   -0.271226551821074D-09    0.4163325396D-10    0.4166254902D-10
gfc    63   52   -0.264968443946342D-09    0.568603943529827D-08    0.4204989753D-10    0.4205046636D-10
gfc    63   53   -0.259996454683954D-08    0.596547104503576D-09    0.4218465825D-10    0.4218679450D-10
gfc    63   54    0.347993409174075D-08   -0.366614055606451D-08    0.4803184735D-10    0.4796916597D-10
gfc    63   55   -0.605969597528743D-08   -0.889673106795054D-09    0.4261110963D-10    0.4268335145D-10
gfc    63   56    0.254740981854650D-09   -0.529613257967325D-08    0.5390967834D-10    0.5386906018D-10
gfc    63   57   -0.150756913157996D-08    0.179534519042859D-08    0.4770078182D-10    0.4769954857D-10
gfc    63   58    0.457902975796500D-09   -0.155659360393168D-08    0.5504172726D-10    0.5505203775D-10
gfc    63   59    0.145023562680531D-08   -0.466077361752590D-08    0.6257368405D-10    0.6254320564D-10
gfc    63   60    0.368579889498324D-08   -0.474076035899073D-09    0.5065981229D-10    0.5059007482D-10
gfc    63   61   -0.320941181989947D-08    0.419390284691042D-08    0.7712759345D-10    0.7762504973D-10
gfc    63   62   -0.445682098056386D-08    0.928142561784268D-09    0.8900291424D-10    0.8883833471D-10
gfc    63   63   -0.431264440311084D-09   -0.154513652838482D-09    0.7064148669D-10    0.7065942561D-10
gfc    64    0   -0.414005451410208D-08    0.000000000000000D+00    0.2308476223D-11    0.0000000000D+00
gfc    64    1    0.471953359769657D-08   -0.213158651835497D-08    0.2218735561D-11    0.2393639414D-11
gfc    64    2   -0.947929856754860D-09    0.415091239647339D-08    0.2373047055D-11    0.2250025110D-11
gfc    64    3   -0.766740644993084D-09   -0.838426643860422D-09    0.2319008230D-11    0.2322666236D-11
gfc    64    4   -0.247730108946610D-08    0.248372739430599D-08    0.2366159375D-11    0.2324735624D-11
